year_film,year_ceremony,ceremony,category,canon_category,name,film,winner
1980,1981,53,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Joe Pesci,Raging Bull,False
1980,1981,53,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Mary Tyler Moore,Ordinary People,False
1980,1981,53,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Cathy Moriarty,Raging Bull,False
1980,1981,53,CINEMATOGRAPHY,CINEMATOGRAPHY,Nestor Almendros,The Blue Lagoon,False
1980,1981,53,CINEMATOGRAPHY,CINEMATOGRAPHY,Michael Chapman,Raging Bull,False
1980,1981,53,DIRECTING,DIRECTING,Robert Redford,Ordinary People,True
1980,1981,53,DIRECTING,DIRECTING,Martin Scorsese,Raging Bull,False
1980,1981,53,FILM EDITING,FILM EDITING,David Blewitt,The Competition,False
1980,1981,53,FILM EDITING,FILM EDITING,Thelma Schoonmaker,Raging Bull,True
1980,1981,53,MUSIC (Original Song),MUSIC (Original Song),Lalo Schifrin/Wilbur Jennings,The Competition,False
1980,1981,53,BEST PICTURE,BEST PICTURE,Ronald L. Schwary,Ordinary People,True
1980,1981,53,BEST PICTURE,BEST PICTURE,Irwin Winkler/Robert Chartoff,Raging Bull,False
1980,1981,53,SOUND,SOUND MIXING,Donald O. Mitchell/Bill Nicholson/David J. Kimball/Les Lazarowitz,Raging Bull,False
1980,1981,53,WRITING (Screenplay Based on Material from Another Medium),WRITING (Adapted Screenplay),Alvin Sargent,Ordinary People,True
1981,1982,54,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Dudley Moore,Arthur,False
1981,1982,54,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,John Gielgud,Arthur,True
1981,1982,54,MUSIC (Original Song),MUSIC (Original Song),Burt Bacharach/Carole Bayer Sager/Christopher Cross/Peter Allen,Arthur,True
1981,1982,54,WRITING (Screenplay Written Directly for the Screen),WRITING (Original Screenplay),Steve Gordon,Arthur,False
1982,1983,55,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Union of Soviet Socialist Republics,Private Life,False
1982,1983,55,MUSIC (Original Song),MUSIC (Original Song),Jim Peterik/Frankie Sullivan III,Rocky III,False
1982,1983,55,SHORT FILM (Animated),SHORT FILM (Animated),Zbigniew Rybczynski,Tango,True
1982,1983,55,SHORT FILM (Live Action),SHORT FILM (Live Action),Michael Toshiyuki Uno/Joseph Benson,The Silence,False
1984,1985,57,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Noriyuki 'Pat' Morita,The Karate Kid,False
1984,1985,57,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Glenn Close,The Natural,False
1984,1985,57,ART DIRECTION,ART DIRECTION,Angelo Graham/Mel Bourne/James J. Murakami/Speed Hopkins/Bruce Weintraub,The Natural,False
1984,1985,57,CINEMATOGRAPHY,CINEMATOGRAPHY,Caleb Deschanel,The Natural,False
1984,1985,57,MUSIC (Original Score),MUSIC (Original Score),John Williams,Indiana Jones and the Temple of Doom,False
1984,1985,57,MUSIC (Original Score),MUSIC (Original Score),Randy Newman,The Natural,False
1984,1985,57,VISUAL EFFECTS,VISUAL EFFECTS,Dennis Muren/Michael McAlister/Lorne Peterson/George Gibbs,Indiana Jones and the Temple of Doom,True
1985,1986,58,MUSIC (Original Song),MUSIC (Original Song),Lionel Richie,White Nights,True
1985,1986,58,MUSIC (Original Song),MUSIC (Original Song),Stephen Bishop,White Nights,False
1986,1987,59,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Tom Berenger,Platoon,False
1986,1987,59,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Willem Dafoe,Platoon,False
1986,1987,59,CINEMATOGRAPHY,CINEMATOGRAPHY,Robert Richardson,Platoon,False
1986,1987,59,DIRECTING,DIRECTING,Oliver Stone,Platoon,True
1986,1987,59,FILM EDITING,FILM EDITING,Claire Simpson,Platoon,True
1986,1987,59,MAKEUP,MAKEUP AND HAIRSTYLING,Rob Bottin/Peter Robb-King,Legend,False
1986,1987,59,MUSIC (Original Song),MUSIC (Original Song),Peter Cetera/David Foster/Diane Nini,The Karate Kid Part II,False
1986,1987,59,MUSIC (Original Song),MUSIC (Original Song),James Horner/Barry Mann/Cynthia Weil,An American Tail,False
1986,1987,59,BEST PICTURE,BEST PICTURE,Arnold Kopelson,Platoon,True
1986,1987,59,SOUND,SOUND MIXING,John K. Wilkinson/Richard Rogers/Charles 'Bud' Grenzbach/Simon Kaye,Platoon,True
1986,1987,59,WRITING (Screenplay Written Directly for the Screen),WRITING (Original Screenplay),Oliver Stone,Platoon,False
1987,1988,60,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Italy,The Family,False
1987,1988,60,MAKEUP,MAKEUP AND HAIRSTYLING,Bob Laden,Happy New Year,False
1988,1989,61,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Dustin Hoffman,Rain Man,True
1988,1989,61,ART DIRECTION,ART DIRECTION,Ida Random/Linda DeScenna,Rain Man,False
1988,1989,61,CINEMATOGRAPHY,CINEMATOGRAPHY,John Seale,Rain Man,False
1988,1989,61,DIRECTING,DIRECTING,Barry Levinson,Rain Man,True
1988,1989,61,FILM EDITING,FILM EDITING,Stu Linder,Rain Man,False
1988,1989,61,MUSIC (Original Score),MUSIC (Original Score),Hans Zimmer,Rain Man,False
1988,1989,61,BEST PICTURE,BEST PICTURE,Mark Johnson,Rain Man,True
1988,1989,61,WRITING (Screenplay Written Directly for the Screen),WRITING (Original Screenplay),Ronald Bass/Barry Morrow,Rain Man,True
1989,1990,62,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Danny Aiello,Do the Right Thing,False
1989,1990,62,CINEMATOGRAPHY,CINEMATOGRAPHY,Haskell Wexler,Blaze,False
1989,1990,62,MAKEUP,MAKEUP AND HAIRSTYLING,Dick Smith/Ken Diaz/Greg Nelson,Dad,False
1989,1990,62,MUSIC (Original Score),MUSIC (Original Score),John Williams,Indiana Jones and the Last Crusade,False
1989,1990,62,MUSIC (Original Score),MUSIC (Original Score),Alan Menken,The Little Mermaid,True
1989,1990,62,MUSIC (Original Song),MUSIC (Original Song),Alan Menken/Howard Ashman,The Little Mermaid,False
1989,1990,62,MUSIC (Original Song),MUSIC (Original Song),Alan Menken/Howard Ashman,The Little Mermaid,True
1989,1990,62,SOUND,SOUND MIXING,Ben Burtt/Gary Summers/Shawn Murphy/Tony Dawe,Indiana Jones and the Last Crusade,False
1989,1990,62,SOUND EFFECTS EDITING,SOUND EDITING,Ben Burtt/Richard Hymns,Indiana Jones and the Last Crusade,True
1989,1990,62,WRITING (Screenplay Written Directly for the Screen),WRITING (Original Screenplay),Spike Lee,Do the Right Thing,False
1990,1991,63,SOUND,SOUND MIXING,Michael J. Kohut/Carlos de Larios/Aaron Rochin/Nelson Stoll,Total Recall,False
1990,1991,63,SOUND EFFECTS EDITING,SOUND EDITING,Stephen H. Flick,Total Recall,False
1990,1991,63,SPECIAL ACHIEVEMENT AWARD (Visual Effects),SPECIAL ACHIEVEMENT AWARD (Visual Effects),Eric Brevig/Rob Bottin/Tim McGovern/Alex Funke,Total Recall,True
1991,1992,64,ART DIRECTION,ART DIRECTION,Norman Garwood/Garrett Lewis,Hook,False
1991,1992,64,COSTUME DESIGN,COSTUME DESIGN,Anthony Powell,Hook,False
1991,1992,64,MAKEUP,MAKEUP AND HAIRSTYLING,Christina Smith/Monty Westmore/Greg Cannom,Hook,False
1991,1992,64,MUSIC (Original Song),MUSIC (Original Song),John Williams/Leslie Bricusse,Hook,False
1991,1992,64,VISUAL EFFECTS,VISUAL EFFECTS,Eric Brevig/Harley Jessup/Mark Sullivan/Michael Lantieri,Hook,False
1992,1993,65,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Stephen Rea,The Crying Game,False
1992,1993,65,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Jaye Davidson,The Crying Game,False
1992,1993,65,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Emma Thompson,Howards End,True
1992,1993,65,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Vanessa Redgrave,Howards End,False
1992,1993,65,ART DIRECTION,ART DIRECTION,Luciana Arrighi/Ian Whittaker,Howards End,True
1992,1993,65,CINEMATOGRAPHY,CINEMATOGRAPHY,Tony Pierce-Roberts,Howards End,False
1992,1993,65,COSTUME DESIGN,COSTUME DESIGN,Jenny Beavan/John Bright,Howards End,False
1992,1993,65,DIRECTING,DIRECTING,Neil Jordan,The Crying Game,False
1992,1993,65,DIRECTING,DIRECTING,James Ivory,Howards End,False
1992,1993,65,DIRECTING,DIRECTING,Robert Altman,The Player,False
1992,1993,65,FILM EDITING,FILM EDITING,Frank J. Urioste,Basic Instinct,False
1992,1993,65,FILM EDITING,FILM EDITING,Kant Pan,The Crying Game,False
1992,1993,65,FILM EDITING,FILM EDITING,Geraldine Peroni,The Player,False
1992,1993,65,MUSIC (Original Score),MUSIC (Original Score),Jerry Goldsmith,Basic Instinct,False
1992,1993,65,MUSIC (Original Score),MUSIC (Original Score),Richard Robbins,Howards End,False
1992,1993,65,BEST PICTURE,BEST PICTURE,Stephen Woolley,The Crying Game,False
1992,1993,65,BEST PICTURE,BEST PICTURE,Ismail Merchant,Howards End,False
1992,1993,65,SOUND,SOUND MIXING,Don Mitchell/Frank A. Montaño/Rick Hart/Scott Smith,Under Siege,False
1992,1993,65,SOUND EFFECTS EDITING,SOUND EDITING,John Leveque/Bruce Stambler,Under Siege,False
1992,1993,65,WRITING (Screenplay Based on Material Previously Produced or Published),WRITING (Adapted Screenplay),Ruth Prawer Jhabvala,Howards End,True
1992,1993,65,WRITING (Screenplay Based on Material Previously Produced or Published),WRITING (Adapted Screenplay),Michael Tolkin,The Player,False
1992,1993,65,WRITING (Screenplay Written Directly for the Screen),WRITING (Original Screenplay),Neil Jordan,The Crying Game,True
1993,1994,66,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Tom Hanks,Philadelphia,True
1993,1994,66,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Liam Neeson,Schindler's List,False
1993,1994,66,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Leonardo DiCaprio,What's Eating Gilbert Grape,False
1993,1994,66,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Ralph Fiennes,Schindler's List,False
1993,1994,66,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,John Malkovich,In the Line of Fire,False
1993,1994,66,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Holly Hunter,The Piano,True
1993,1994,66,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Anna Paquin,The Piano,True
1993,1994,66,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Rosie Perez,Fearless,False
1993,1994,66,ART DIRECTION,ART DIRECTION,Allan Starski/Ewa Braun,Schindler's List,True
1993,1994,66,CINEMATOGRAPHY,CINEMATOGRAPHY,Stuart Dryburgh,The Piano,False
1993,1994,66,CINEMATOGRAPHY,CINEMATOGRAPHY,Janusz Kaminski,Schindler's List,True
1993,1994,66,CINEMATOGRAPHY,CINEMATOGRAPHY,Conrad L. Hall,Searching for Bobby Fischer,False
1993,1994,66,COSTUME DESIGN,COSTUME DESIGN,Janet Patterson,The Piano,False
1993,1994,66,COSTUME DESIGN,COSTUME DESIGN,Anna Biedrzycka-Sheppard,Schindler's List,False
1993,1994,66,DIRECTING,DIRECTING,Jane Campion,The Piano,False
1993,1994,66,DIRECTING,DIRECTING,Steven Spielberg,Schindler's List,True
1993,1994,66,FILM EDITING,FILM EDITING,Anne V. Coates,In the Line of Fire,False
1993,1994,66,FILM EDITING,FILM EDITING,Veronika Jenet,The Piano,False
1993,1994,66,FILM EDITING,FILM EDITING,Michael Kahn,Schindler's List,True
1993,1994,66,MAKEUP,MAKEUP AND HAIRSTYLING,Carl Fullerton/Alan D'Angerio,Philadelphia,False
1993,1994,66,MAKEUP,MAKEUP AND HAIRSTYLING,Christina Smith/Matthew Mungle/Judy Alexander Cory,Schindler's List,False
1993,1994,66,MUSIC (Original Score),MUSIC (Original Score),John Williams,Schindler's List,True
1993,1994,66,MUSIC (Original Song),MUSIC (Original Song),Carole Bayer Sager/James Ingram/Clif Magness,Beethoven's 2nd,False
1993,1994,66,MUSIC (Original Song),MUSIC (Original Song),Neil Young,Philadelphia,False
1993,1994,66,MUSIC (Original Song),MUSIC (Original Song),Bruce Springsteen,Philadelphia,True
